,Nombre,Apodo,País,Año inicio,Año fin,Víctimas probadas,Víctimas estimadas,Delito principal,Forma de matar,Víctimas
336,Stephen Griffiths,Crossbow Cannibal,United,2009,2010,3,6,Canibalismo,Asesinato,prostitutas
337,Hans van Zon,,Netherlands,1967,Unknown,3,5+,Otros,Asesinato,hombres
338,Levi Bellfield,,United,2002,2004,3,5,Otros,Asesinato,menores
339,Özkan Zengin,,Turkey,2008,Unknown,3,4,Otros,Asesinato,personas_vulnerables
340,Khalil Wheeler-Weaver,,United,2016,Unknown,3,4,Otros,Asesinato,hombres
341,François Vérove,Le Grêlé,France,1986,1994,3,9+,Violación,Asesinato,menores
342,John Martin,,United,1995,Unknown,3,3+,Otros,Asesinato,personas_vulnerables
343,Harvey Carignan,,United,1949,1974,3,3+,Violación,Asesinato,hombres
344,John Joubert,,United,1982,1983,3,3+,Otros,Asesinato,desconocidos
345,"""Bible John""",,United,1968,1969,3,3,Otros,Asesinato,hombres
346,Leonarda Cianciulli,,Italy,1939,1940,3,3,Otros,Asesinato,hombres
347,Sharon Kinne,,United,1960,1964,3,3,Otros,Asesinato,hombres
348,Ted Kaczynski,Unabomber,United,1978,1995,3,3,Otros,Asesinato,hombres
349,Leon Dorsey,,United,1994,Unknown,3,3,Otros,Asesinato,personas_vulnerables
350,Ronald Jebson,,United,1970-1974,Unknown,3,3,Violación,Asesinato,menores
351,Larry Hall,,United,1980,1994,2,50+,Violación,Asesinato,mujeres
352,Harold Shipman,,United,1975,1998,218,250,Otros,Asesinato,personas_vulnerables
353,Niels Högel,,Germany,1999,2005,85+,300,Otros,Asesinato,hombres
354,Baba Anujka,,Kingdom,c.1890s,1928,50,150,Otros,Veneno,hombres
355,Louay Omar Mohammed al-Taei,,Iraq,2005,2006,43,Unconfirmed,Otros,Asesinato,hombres
356,Donald Harvey,,United,1970,1987,37,87,Otros,Asesinato,personas_vulnerables
357,Jane Toppan,,United,1885,1901,31,Unconfirmed,Otros,Veneno,hombres
358,Charles Cullen,,United,1988,2003,29,400+,Otros,Asesinato,personas_vulnerables
359,Stephan Letter,,Germany,2003,2004,29,29+,Otros,Asesinato,hombres
360,Anders Hansson,The Hospital Murders,Sweden,1978,1979,27,Unconfirmed,Otros,Veneno,personas_vulnerables
361,Marcel Petiot,,France,1926,1944,26,63,Otros,Asesinato,desconocidos
362,Arnfinn Nesset,,Norway,1983 and earlier,Unknown,22,138+,Otros,Veneno,hombres
363,Roger Andermatt,Death-Keeper of Lucerne,Switzerland,1995,2001,22,22,Otros,Asesinato,hombres
364,Maxim Petrov,,Russia,2000,2002,12,19,Otros,Asesinato,personas_vulnerables
365,Ann Arbor Hospital Killer,,United,1975,Unknown,10,10,Otros,Veneno,personas_vulnerables
366,Ludivine Chambet,The Poisoner of Chambéry,France,2012,2013,10,10,Otros,Veneno,hombres
367,Petr Zelenka,,Czech,2006,Unknown,7,21,Otros,Asesinato,personas_vulnerables
368,Orville Lynn Majors,,United,1993,1995,6,130,Otros,Asesinato,hombres
369,Efren Saldivar,,United,1989,1997,6,50+,Violación,Asesinato,hombres
370,Christine Malèvre,,France,1998 and earlier,Unknown,6,30,Otros,Asesinato,personas_vulnerables
371,Antoinette Scieri,,France,1924,1925,6,12+,Otros,Veneno,personas_vulnerables
372,Ahmad Ahmadi,,Imperial,1931,1944,6,Unconfirmed,Otros,Asesinato,desconocidos
373,Frans Hooijmaijers,,Netherlands,1970,1975,5,259,Otros,Asesinato,personas_vulnerables
374,Miyuki Ishikawa,,Japan,1946,1948,5,84,Otros,Asesinato,menores
375,Kristen Gilbert,,United,1990,1996,5,70+,Otros,Asesinato,personas_vulnerables
376,Amy Archer-Gilligan,,United,1910,1917,5,48+,Otros,Veneno,hombres
377,Sonya Caleffi,,Italy,2003,2004,5,18,Otros,Veneno,hombres
378,Michael Swango,,United,1981,1997,4,60+,Otros,Asesinato,personas_vulnerables
379,Kermit Gosnell,,United,1989?,2010,4,100+,Otros,Asesinato,mujeres
380,Edson Izidoro Guimarães,,Brazil,1999 and earlier,Unknown,4,131,Otros,Asesinato,hombres
381,Richard Angelo,The Angel of Death,United,1987,Unknown,4,25,Otros,Asesinato,personas_vulnerables
382,Colin Norris,,United,2002,Unknown,4,18,Otros,Asesinato,hombres
383,Beverley Allitt,,United,1991,Unknown,4,Unconfirmed,Otros,Asesinato,menores
384,Andrés Ulises Castillo Villarreal,The Chihuahua Ripper,Mexico,2009,2015,3,12+,Violación,Asesinato,hombres
385,Elfriede Blauensteiner,The Black Widow,Austria,1981,1995,3,10+,Otros,Veneno,personas_vulnerables
386,Benjamin Geen,,United,2003,2004,2,12,Otros,Asesinato,hombres
387,Victorino Chua,,United,2011,Unknown,2,5,Otros,Veneno,personas_vulnerables
388,Murder Incorporated,The Mad Hatter,United,1920s,1940,400,1000+,Otros,Asesinato,desconocidos
389,Philadelphia poison ring,,United,1931,1938,114,Unconfirmed,Otros,Veneno,hombres
390,Delfina and María de Jesús González,,Mexico,1955,1964,91+,Unconfirmed,Otros,Asesinato,hombres
391,"Peng Miaoji, Ding Yunjia and Su Xiaoping",,China,1998,1999,77,84,Otros,Asesinato,personas_vulnerables
392,David Avendaño Ballina and his followers,,Mexico,1997,2007,70,70,Otros,Veneno,desconocidos
393,Angel Makers of Nagyrév,,Hungary,1911,1929,50,300+,Otros,Veneno,menores
394,Long Zhimin and Yan Shuxia,,China,1983,1985,48,48+,Otros,Asesinato,personas_vulnerables
395,"Bian Kuang, Fu Xinyuan and Luo Lianshun",,China,2001,2002,41,Unconfirmed,Violación,Asesinato,hombres
396,Ivanova and Olga Tamarin,,Russia,1909,Unknown,40,130,Tortura,Asesinato,mujeres
397,Ryno-Skachevsky gang,,Russia,2006,2007,37,Unconfirmed,Otros,Asesinato,personas_vulnerables
398,Gang of Amazons,,Russia,2003,2013,30,Unconfirmed,Otros,Asesinato,hombres
399,"Dean Corll, David Owen Brooks and Elmer Wayne Henley",The Candy Man,United,1970,1973,28,29+,Otros,Disparo,menores
400,Brabant killers,,Belgium,1982,1985,28,40+,Otros,Asesinato,menores
401,Adolfo Constanzo and Sara Aldrete,The Godparents of Matamoros,Mexico,1986,1989,25+,Unconfirmed,Secuestro,Asesinato,hombres
402,Shankill Butchers,,United,1975,1982,23,23+,Otros,Asesinato,personas_vulnerables
403,Viktor Sayenko and Igor Suprunyuk,The Dnepropetrovsk Maniacs,Ukraine,2007,Unknown,21,Unconfirmed,Otros,Asesinato,hombres
404,Marcelo de Jesus Silva and his death squad,,Brazil,?,2010,20+,Unconfirmed,Otros,Asesinato,hombres
405,Wang Zongfang and Wang Zongwei,,China,1983,Unknown,19,Unconfirmed,Otros,Asesinato,desconocidos
406,Anísio Ferreira de Sousa and followers,,Brazil,1989,1992,19,Unconfirmed,Secuestro,Asesinato,menores
407,Ripper Crew,,United,1981,1982,18,Unconfirmed,Violación,Asesinato,hombres
408,John Allen Muhammad and Lee Boyd Malvo,,United,2002,Unknown,17,Unconfirmed,Otros,Asesinato,hombres
409,Vladyslav Volkovich and Volodymyr Kondratenko,The Nighttime Killers,Ukraine,1991,1997,16,20+,Otros,Asesinato,hombres
410,Death Angels,,United,1973,1974,16,Unconfirmed,Otros,Asesinato,personas_vulnerables
411,Lainz Angels of Death,Lainz Angels of Death,Austria,1983,1989,15,200+,Otros,Asesinato,personas_vulnerables
412,The Cleaners,,Russia,2014,2015,15,15+,Otros,Asesinato,hombres
413,Fred West and Rosemary West,,United,1967,1987,12,30,Violación,Asesinato,hombres
415,"John Justin Bunting, Robert Joe Wagner and James Spyridon Vlassakis",,Australia,1992,1999,12,Unconfirmed,Otros,Asesinato,personas_vulnerables
416,Mailoni Brothers,,Zambia,2007,2013,12,Unconfirmed,Otros,Asesinato,hombres
417,Leonard Lake and Charles Ng,,United,1982,1985,11,25,Secuestro,Asesinato,menores
418,Shen Changyin and Shen Changping,,China,1999,2004,11,Unconfirmed,Otros,Asesinato,prostitutas
419,Polatbay Berdaliyev and Abduseit Ormanov,,Uzbekistan,2011,2012,11,Unconfirmed,Violación,Asesinato,hombres
420,Wolfgang Abel and Marco Furlan,Ludwig,Italy,1977,1984,10,27,Otros,Asesinato,personas_vulnerables
421,Juan Carlos Hernández and Patricia Martínez,Monsters of Ecatepec,Mexico,2012,2018,10,20,Violación,Asesinato,hombres
422,Hillside Stranglers,,United,1977,1979,10,10,Violación,Asesinato,mujeres
423,Joshi-Abhyankar serial murderers,,India,1976,1977,10,Unconfirmed,Otros,Estrangulamiento,personas_vulnerables
424,Gerald and Charlene Gallego,,United,1978,1980,10,Unconfirmed,Otros,Asesinato,hombres
425,Viña del Mar psychopaths,,Chile,1980,1981,10,Unconfirmed,Violación,Asesinato,personas_vulnerables
426,Yevgeny Nagorny and Sergei Stavitsky,,Russia,1998,Unknown,10,Unconfirmed,Otros,Asesinato,hombres
427,National Socialist Underground,,Germany,2000,2007,10,Unconfirmed,Paliza,Disparo,personas_vulnerables
428,Song Jinghua and Yan Jinguang,,China,2005,2007,9,Unconfirmed,Otros,Asesinato,hombres
429,Tadeusz Grzesik and the Bureaucrats Gang,,Poland,1991,2007,8,20+,Otros,Asesinato,personas_vulnerables
430,Edgar Álvarez Cruz and Francisco Granados,,Mexico,1993,2003,8–10,14+,Violación,Asesinato,hombres
431,The Ciudad Juárez Rebels,,Mexico,1995,1996,8,14,Otros,Asesinato,hombres
432,The Manson Family cult killings,,United,1967,1969,7,7,Otros,Asesinato,hombres
433,Christopher Worrell and James Miller,Truro Murderers,Australia,1976,1977,7,Unconfirmed,Otros,Asesinato,personas_vulnerables
434,Kiss brothers and Zsolt István Pető,,Hungary,2008,2009,6,Unconfirmed,Otros,Asesinato,personas_vulnerables
435,Ray and Faye Copeland,,United,1986,1989,5,12,Otros,Asesinato,hombres
436,Ian Brady and Myra Hindley,Moors murders,United,1963,1965,5,12,Violación,Asesinato,menores
437,The Skin Hunters,,Poland,2002 and earlier,Unknown,5,1200+,Otros,Asesinato,personas_vulnerables
438,Loren Herzog and Wesley Shermantine,Speed Freak Killers,United,1984,1999,4,19,Otros,Asesinato,desconocidos
439,Raymond Fernandez and Martha Beck,Lonely Hearts Killers,United,1947,1949,3,20,Otros,Asesinato,hombres
440,Beasts of Satan,,Italy,1998,2004,3,18,Otros,Asesinato,desconocidos
441,James Paster and Stephen McCoy,,United,1980,1981,3,5,Otros,Asesinato,desconocidos
442,Amelia Sach and Annie Walters,Finchley baby farmers,United,1900,1903,1[note 1],300+,Otros,Asesinato,menores
443,Bruno Lüdke,,Germany,1928,1943,51,86,Otros,Asesinato,hombres
444,Gerald Stano,,United,1969,1980,22+,41,Otros,Asesinato,hombres
445,"""Highway of Tears"" Killer",,Canada,1980,present,18,83,Otros,Asesinato,hombres
446,Orlando Sabino,,Brazil,1966?,1971?,12,Unconfirmed,Otros,Asesinato,hombres
447,Charles Quansah,,Ghana,1993,2001,8,34,Violación,Estrangulamiento,hombres
448,Ottis Toole,,United,1980,1983,7,125,Violación,Asesinato,desconocidos
449,Pedro Rosa da Conceição,,Brazil,1904,1911,5,17,Otros,Asesinato,personas_vulnerables
450,Henry Lee Lucas,,United,1960,1983,3,600+,Canibalismo,Asesinato,mujeres
451,Wayne Williams,,United,1979,1981,2,31,Otros,Asesinato,hombres
452,Kieran Patrick Kelly,,United,c. 1953,1983,2,31,Otros,Veneno,hombres
453,Allan Grimson,a serial killer in nature if not in number,United,1986,1998,2,22,Otros,Asesinato,personas_vulnerables
454,Billy Edwin Reid,,United,1989,Unknown,2,21,Otros,Asesinato,hombres
455,Joe Ball,Butcher of Elmendorf,United,1937,1938,2,20,Otros,Disparo,hombres
456,Michael Stone,,United,1976-1996,Unknown,2,4,Otros,Asesinato,personas_vulnerables
457,Christopher Halliwell,,United,1985-2011,Unknown,2,28-60,Otros,Asesinato,hombres
458,Pam Hupp,,United,2011-2016,Unknown,1-2,3,Otros,Apuñalamiento,mujeres
459,Clementine Barnabet,,United,1911,Unknown,1,35,Otros,Asesinato,hombres
460,Jessie McTavish,a few words could have cured,United,1974,Unknown,1[b],24,Otros,Asesinato,hombres
461,Abdul Latif Sharif,The Jackal of Ciudad Juárez,Mexico,1995,Unknown,1,20,Violación,Asesinato,desconocidos
462,Daisuke Mori,,Japan,2000 and earlier,Unknown,1,11+,Otros,Asesinato,hombres
463,Bevan Spencer von Einem,The Family Murders,Australia,1979,1983,1,10,Violación,Asesinato,menores
464,David Smith,,United,1988-1999,Unknown,1,4,Otros,Asesinato,hombres
465,Brian Field,,United,1968-1996,Unknown,1,5,Violación,Asesinato,menores
466,Samantha Lewthwaite,,United,2011,present,0–3,400,Otros,Asesinato,personas_vulnerables
467,David Moor,euthanasia,United,1970s,1999,0,300[c],Otros,Asesinato,hombres
468,Edgar Matobato,,Philippines,1988,2013,0,Hundreds,Otros,Asesinato,hombres
469,John Bodkin Adams,,United,1946,1956,0,163,Otros,Asesinato,desconocidos
470,The Man from the Train,,United,1898,1912,0,100+,Otros,Asesinato,hombres
471,Ivomoku Bakusuba,probably in late 1940s or in early 1950s,Ruanda-Urundi,1940s,Unknown,0,67,Otros,Estrangulamiento,menores
472,David Parker Ray,Toybox Killer,United,1950,1999,0,60,Violación,Asesinato,hombres
473,Howard Martin,hastening,United,1977,2010,0,18+[d],Otros,Asesinato,personas_vulnerables
474,Marie Besnard,,France,1927,1949,0,13,Otros,Veneno,desconocidos
475,Alfred Leonard Cline,,United,1930-1945,Unknown,0,9,Otros,Veneno,hombres
476,Poison Ring,"their act was regarded as a prodigy, and suggested madness rather than felonious intent",Roman,331 BC,Unknown,Unconfirmed,90+,Otros,Veneno,hombres
477,Liu Pengli,,Western,144,116 BC,Unconfirmed,100+,Otros,Asesinato,personas_vulnerables
478,Anula of Anuradhapura,,Anuradhapura,50,47 BC,Unconfirmed,5,Otros,Veneno,desconocidos
479,Locusta,,Roman,54-69,Unknown,Unconfirmed,3+,Otros,Veneno,no clasificado
480,Dhu Shanatir,,Himyarite,5th century AD,Unknown,Unconfirmed,100+,Otros,Apuñalamiento,desconocidos
481,Alice Kyteler,The Witch of Kilkenny,Ireland,1302,1324,Unconfirmed,4,Tortura,Veneno,hombres
482,Gilles de Rais,,France,1432,1440,Unconfirmed,140+,Otros,Asesinato,menores
483,Pierre Burgot and Michel Verdun,,France,1521 and before,Unknown,Unconfirmed,6,Otros,Asesinato,menores
484,Peter Stumpp,The Werewolf of Bedburg,Holy,c. 1564,1589,Unconfirmed,16,Tortura,Asesinato,menores
485,Peter Niers,,Holy,c. 1566,1581,Unconfirmed,544,Tortura,Asesinato,menores
486,Gilles Garnier,The Werewolf of Dole,France,1572,Unknown,Unconfirmed,4,Otros,Estrangulamiento,menores
487,Elizabeth Báthory,The Blood Countess,Hungary,1585,1610,Unconfirmed,650,Tortura,Asesinato,mujeres
488,Björn Pétursson,Shoulder-Bear,Dano-Norwegian,1570,1596,Unconfirmed,18,Otros,Asesinato,personas_vulnerables
489,Geordie Bourne,"lain with above forty men's wives, what in England, what in Scotland",England,1597 and earlier,Unknown,Unconfirmed,7,Otros,Asesinato,hombres
490,Nicolas Damont,,France,1598,Unknown,Unconfirmed,50,Otros,Asesinato,menores
491,Jean Grenier,,France,1603,Unknown,Unconfirmed,50,Tortura,Asesinato,menores
492,Catalina de los Ríos y Lisperguer,,Spanish,c. 1630 , c. 1660,Unconfirmed,40,Otros,Asesinato,personas_vulnerables
493,Aqua Tofana poison ring,,Spanish,1633,1651,Unconfirmed,100+,Otros,Veneno,mujeres
494,Jasper Hanebuth,robber bride,Holy,1652 and earlier,Unknown,Unconfirmed,19,Otros,Disparo,hombres
495,Catherine Monvoisin,La Voisin,France,1660s,1679,Unconfirmed,2500,Tortura,Veneno,desconocidos
496,"Marie-Madeleine-Marguerite d'Aubrey, Madame de Brinvilliers and Godin de Sainte-Croix",,France,1666,1670,Unconfirmed,50+,Otros,Veneno,hombres
497,Lewis Hutchinson,The Mad Master,British,1760s,1773,Unconfirmed,43+,Otros,Disparo,personas_vulnerables
498,Dorcas Kelly,Darkey Kelly,Ireland,1761 and earlier,Unknown,Unconfirmed,5,Otros,Asesinato,hombres
499,Darya Nikolayevna Saltykova,,Russia,1755,1762,Unconfirmed,147,Tortura,Asesinato,desconocidos
500,Crown Prince Sado,,Joseon,1757,1762,Unconfirmed,100+,Violación,Asesinato,desconocidos
501,Luísa de Jesus,foundling wheel,Portugal,1772 and earlier,Unknown,Unconfirmed,33,Paliza,Asesinato,menores
502,"Klaas Annink, Anne Spanjers and Jannes Annink",Huttenkloas,Netherlands,1774 and earlier,Unknown,Unconfirmed,3,Otros,Asesinato,personas_vulnerables
503,Samuel Frost,,United,1783,1793,Unconfirmed,2,Otros,Asesinato,hombres
504,Thug Behram,King of the Thugs,Mughal,1790,1840,Unconfirmed,931,Otros,Estrangulamiento,hombres
505,Micajah and Wiley Harpe,Big,United,1797,1803,Unconfirmed,40,Otros,Disparo,hombres
506,Samuel Mason,,United,1797,1803,Unconfirmed,20+,Otros,Disparo,hombres
507,Sophie Charlotte Elisabeth Ursinus,,Holy,1800,1803,Unconfirmed,3,Otros,Veneno,desconocidos
508,Patty Cannon's gang,,United,1802,1829,Unconfirmed,400+,Secuestro,Asesinato,menores
509,Mary Bateman,The Yorkshire Witch,United,1803,1808,Unconfirmed,4,Otros,Veneno,hombres
510,"""Red Inn"" murderers",,French,1805,1830,Unconfirmed,50+?,Otros,Asesinato,desconocidos
511,Anna Maria Zwanziger,,Confederation,1808,1809,Unconfirmed,4,Otros,Veneno,personas_vulnerables
512,Hester Rebecca Nepping,,First,1811,Unknown,Unconfirmed,3,Otros,Veneno,hombres
513,John Williams,,United,1811,Unknown,Unconfirmed,7,Otros,Asesinato,desconocidos
514,Gesche Gottfried,,Bremen,1813,1827,Unconfirmed,15,Otros,Veneno,hombres
515,Konstantin Sazonov [ru],,Russia,1814,1816,Unconfirmed,7,Otros,Asesinato,desconocidos
516,Juan Severino Mallari,,Philippines,1816,1826,Unconfirmed,57 (as confessed),Otros,Asesinato,mujeres
517,Samuel Green and William Ash,America's first Public enemy number one,United,1817,1821,Unconfirmed,30,Violación,Asesinato,desconocidos
518,Thomas Jeffries (or Jeffrey),,Australia,1820,1826,Unconfirmed,8,Secuestro,Asesinato,hombres
519,Edme Castaing,,France,1822,Unknown,Unconfirmed,2,Otros,Veneno,desconocidos
520,Alexander Pearce,,Australia,1822,1823,Unconfirmed,5,Canibalismo,Asesinato,hombres
521,William Burke and William Hare,burking,United,1828,Unknown,Unconfirmed,16,Otros,Asesinato,personas_vulnerables
522,Thomas Griffiths Wainewright,,United,1830,Unknown,Unconfirmed,4,Otros,Veneno,mujeres
523,John Bishop and Thomas Williams,London Burkers,United,1831,Unknown,Unconfirmed,3,Otros,Asesinato,desconocidos
524,Delphine LaLaurie,,United,1831,1834,Unconfirmed,4,Tortura,Asesinato,hombres
525,Elizabeth Van Valkenburgh,,United,1833,1845,Unconfirmed,2,Otros,Veneno,desconocidos
526,Hélène Jégado,,France,1833,1851,Unconfirmed,36,Otros,Veneno,hombres
527,Pierre François Lacenaire,,France,1834,1835,Unconfirmed,2,Otros,Apuñalamiento,mujeres
528,Burnham Poisoners,,United,1835,Unknown,Unconfirmed,3,Otros,Veneno,hombres
529,Hannah Hanson Kinney,,United,1835,1840,Unconfirmed,3,Otros,Veneno,hombres
530,John Lynch,The Berrima Axe Murderer,New,1835,1841,Unconfirmed,10,Otros,Asesinato,personas_vulnerables
531,Diogo Alves,Aqueduct Murderer,Portugal,1836,1841,Unconfirmed,70+,Otros,Asesinato,personas_vulnerables
532,Sarah Dazley,,United,1840,1843,Unconfirmed,3,Otros,Veneno,menores
533,John Johnston (or Johnson),Liver-Eating Johnson,United,1843,?,Unconfirmed,300+,Otros,Asesinato,hombres
534,Manuel Blanco Romasanta,The Werewolf of Allariz,Spain,1844,1852,Unconfirmed,14,Otros,Asesinato,menores
535,Edward Rulloff,The Genius Killer,United,1844,1870,Unconfirmed,7,Otros,Asesinato,hombres
536,Hendrikje Doelen,,Netherlands,1845,1846,Unconfirmed,3,Otros,Veneno,hombres
537,Swiatek,,Austrian,1846-1849,Unknown,Unconfirmed,1-14,Canibalismo,Asesinato,personas_vulnerables
538,William Palmer,,United,1846?,1855,Unconfirmed,10,Otros,Veneno,personas_vulnerables
539,Juhani Aataminpoika,Kerpeikkari,Grand,1849,Unknown,Unconfirmed,12,Otros,Asesinato,hombres
540,Boone Helm,,United,1851,1864,Unconfirmed,24+,Canibalismo,Asesinato,hombres
541,Mary Ann Cotton,,United,c. 1852,1873,Unconfirmed,21,Otros,Veneno,menores
542,Catherine Wilson,,United,1854,1862,Unconfirmed,8,Otros,Veneno,hombres
543,Martin Dumollard,,France,1855,1861,Unconfirmed,30+,Otros,Asesinato,hombres
544,Lydia Sherman,The Derby Poisoner,United,1858,1871,Unconfirmed,11,Otros,Veneno,menores
545,Edward William Pritchard,,United,1863?,1865,Unconfirmed,3,Otros,Veneno,mujeres
546,The Bloody Espinosas,,United,1863,Unknown,Unconfirmed,8,Otros,Asesinato,hombres
547,Dan Morgan,,New,1864,1865,Unconfirmed,3,Otros,Disparo,desconocidos
548,Thomas and John Clarke,,New,1861,1867,Unconfirmed,5,Otros,Disparo,desconocidos
549,Matti Haapoja,,Finland,1867,1894,Unconfirmed,10,Otros,Asesinato,personas_vulnerables
550,Polly Bartlett,Bartlett's Inn,United,1868,Unknown,Unconfirmed,22,Otros,Disparo,hombres
551,"""Wild"" Bill Longley",,United,1869,1878,Unconfirmed,32,Otros,Asesinato,menores
552,Margaret Waters,,United,1870 and earlier,Unknown,Unconfirmed,19,Otros,Asesinato,menores
553,Juan Díaz de Garayo,The Fat Extractor,Spain,1870,1879,Unconfirmed,6,Otros,Estrangulamiento,hombres
554,Jesse Pomeroy,The Boy Fiend,United,1871,1874,Unconfirmed,2,Tortura,Asesinato,menores
555,The Bloody Benders,,United,1872,1873,Unconfirmed,12,Otros,Asesinato,personas_vulnerables
556,Baptistine Philip,,France,1871,1878,Unconfirmed,3,Otros,Veneno,desconocidos
557,Stephen D. Richards,The Nebraska Fiend,United,1876,1878,Unconfirmed,9+,Otros,Asesinato,menores
558,Bochum Serial Sex Murderer,,Germany,1878,1882,Unconfirmed,8,Violación,Estrangulamiento,hombres
559,Victor Prévost,The Butcher of the Chapel,France,1867,1879,Unconfirmed,4,Otros,Asesinato,hombres
560,Thomas Neill Cream,The Lambeth Poisoner,Canada,1879,1892,Unconfirmed,8,Otros,Veneno,hombres
561,Amelia Dyer,,United,1879,1896,Unconfirmed,400+,Otros,Estrangulamiento,desconocidos
562,Catherine Flannagan and Margaret Higgins,The Black Widows of Liverpool,United,1880,1883,Unconfirmed,8,Otros,Veneno,personas_vulnerables
563,Maria Swanenburg,,Netherlands,1880,1883,Unconfirmed,90+,Otros,Veneno,personas_vulnerables
564,Robert Butler,,New,1880,1905,Unconfirmed,4,Otros,Asesinato,hombres
565,Francisco Guerrero,The Vests Man,Mexico,1880,1908,Unconfirmed,21,Violación,Estrangulamiento,hombres
566,West Ham Child Killer,West Ham Vanishings,United,1881-1890,Unknown,Unconfirmed,4,Secuestro,Asesinato,mujeres
567,Émile Dubois,,France,1882,1905,Unconfirmed,6,Otros,Asesinato,hombres
569,Martha Needle,,Victoria,1885,1894,Unconfirmed,5,Otros,Veneno,menores
571,Mary Ann Britland,,United,1886,Unknown,Unconfirmed,3,Otros,Veneno,desconocidos
572,Thames Torso Murderer,,United,1887,1889,Unconfirmed,4,Otros,Asesinato,personas_vulnerables
573,The Kelly Family,,United,1887,Unknown,Unconfirmed,11+,Otros,Asesinato,personas_vulnerables
574,Albert Schmidt,The Wagga Murderer.,New,1888-1890,Unknown,Unconfirmed,3+,Otros,Asesinato,hombres
575,Jack the Ripper,,United,1888,1891?,Unconfirmed,11,Otros,Apuñalamiento,prostitutas
576,Johann Otto Hoch,,United,1888?,1905,Unconfirmed,50+,Otros,Veneno,hombres
577,Minnie Dean,,New,1889?,1895,Unconfirmed,3+,Otros,Asesinato,hombres
579,Marianna Skublińska,,Russia,1890 and earlier,Unknown,Unconfirmed,50-75,Otros,Asesinato,desconocidos
580,H. H. Holmes,,United,1891,1894,Unconfirmed,9,Otros,Asesinato,menores
581,Frederick Bailey Deeming,,United,1891,Unknown,Unconfirmed,6,Otros,Estrangulamiento,menores
582,John and Sarah Makin,,New,1892 and earlier,Unknown,Unconfirmed,13,Otros,Asesinato,hombres
583,Lizzie Halliday,The Worst Woman on Earth,United,1893?,1906,Unconfirmed,8,Otros,Disparo,hombres
584,Louise Vermilya,,United,1893,1911,Unconfirmed,9,Otros,Veneno,desconocidos
585,Frances Knorr,,Victoria,c. 1894,Unknown,Unconfirmed,2,Otros,Asesinato,desconocidos
586,Harry T. Hayward,The Minneapolis Svengali.,United,1894 and earlier,Unknown,Unconfirmed,4,Pirómano,Asesinato,desconocidos
587,Diogo Figueira da Rocha,,Empire,1894,1897,Unconfirmed,50+,Otros,Asesinato,hombres
588,Joseph Vacher,The French Ripper,France,1894,1897,Unconfirmed,27+,Violación,Apuñalamiento,menores
589,Theodore Durrant,The Demon of the Belfry,United,1895,Unknown,Unconfirmed,2,Violación,Estrangulamiento,hombres
590,Cayetano Domingo Grossi,,Argentina,1896,1898,Unconfirmed,5,Violación,Asesinato,menores
592,George Chapman,,United,1897,1902,Unconfirmed,3,Otros,Veneno,desconocidos
593,Andrew Christie,Christie-Cleek,Scotland,1320,1339,Unconfirmed,Unconfirmed,Canibalismo,Asesinato,desconocidos
594,Christman Genipperteinga,,Holy,1568,1581,Unconfirmed,Unconfirmed,Tortura,Asesinato,hombres
595,Sawney Bean's clan,,Scotland,1575,1600,Unconfirmed,Unconfirmed,Canibalismo,Asesinato,hombres
596,Don Vincente,,Spain,1834,1836,Unconfirmed,Unconfirmed,Otros,Asesinato,hombres
597,"Agnus McVee, Jim McVee and Al Riley",,Canada,1875,1885,Unconfirmed,Unconfirmed,Secuestro,Asesinato,hombres
598,"Ables, Tony",,United,1970,1990,4,4+,Otros,Asesinato,hombres
599,"Acevedo, Francisco",,United,1989,1996,3,3,Otros,Estrangulamiento,prostitutas
600,"Adams, Edward James",,United,1920,1921,7,7,Otros,Asesinato,hombres
601,"Agrue, John",,United,1966,1982,3,3+,Otros,Asesinato,hombres
602,"Albanese, Charles",,United,1980,1981,3,3,Otros,Veneno,personas_vulnerables
603,"Albright, Charles",Eyeball Killer,United,1990,1991,1,3,Otros,Asesinato,hombres
604,"Alcala, Rodney",The Dating Game Killer,United,1971,1979,8,130+,Otros,Asesinato,desconocidos
605,"Alix, Franklin DeWayne",,United,1997,1998,3,4+,Otros,Asesinato,personas_vulnerables
606,"Allen, Herman",,United,1930,1942,4,4,Otros,Disparo,personas_vulnerables
607,"Allen, Howard",,United,1974,1987,3,3,Otros,Asesinato,desconocidos
608,"Allen, Quincy",,United,2002,Unknown,4,4,Otros,Asesinato,personas_vulnerables
609,"Allridge, James",,United,1985,Unknown,3,3,Otros,Asesinato,personas_vulnerables
610,"Allridge, Ronald",,United,1976,1985,4,4,Otros,Asesinato,personas_vulnerables
611,"Alston, Robert Sylvester",,United,1991,1993,4,6,Violación,Estrangulamiento,prostitutas
612,"Amati, Tony Ray",,United,1996,Unknown,3,3,Otros,Asesinato,hombres
613,"Anderson, Joshua",,United,2006,2007,4,5,Canibalismo,Disparo,personas_vulnerables
614,"Anderson, Stephen Wayne",,United,1973,1980,9,9+,Otros,Asesinato,personas_vulnerables
615,"Angelo, Richard",,United,1987,Unknown,4,10,Otros,Veneno,personas_vulnerables
616,"Archerd, William Dale",,United,1947,1966,3,6,Otros,Asesinato,desconocidos
617,"Archer-Gilligan, Amy",,United,1910,1917,10,50,Otros,Veneno,desconocidos
